1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
67,318,1691,1559,172,1398,956,2202,2896,2008,529,2727,2358,706,260,387,0,0,0,0,0,0
67,317,1683,1554,171,1387,946,2188,2875,1994,527,2718,2354,702,258,386,0,0,0,0,0,0
66,315,1675,1550,170,1377,934,2174,2854,1980,525,2710,2349,699,257,385,0,0,0,0,0,0
66,314,1671,1548,170,1371,930,2168,2845,1975,524,2705,2347,698,256,384,0,0,0,0,0,0
66,314,1669,1547,169,1369,928,2164,2838,1972,524,2704,2346,697,256,384,0,0,0,0,0,0
66,314,1669,1547,169,1369,929,2163,2837,1972,524,2704,2346,697,256,384,0,0,0,0,0,0
66,315,1670,1548,169,1371,933,2165,2841,1975,524,2706,2347,698,256,384,0,0,0,0,0,0
66,316,1674,1549,170,1376,940,2171,2850,1981,525,2710,2349,699,257,384,0,0,0,0,0,0
66,318,1681,1553,170,1382,948,2181,2863,1991,527,2717,2353,701,258,385,0,0,0,0,0,0
67,321,1689,1558,171,1389,954,2191,2875,1999,528,2726,2358,703,259,386,0,0,0,0,0,0
67,325,1707,1569,172,1407,960,2218,2908,2009,532,2748,2369,709,258,388,0,0,0,0,0,0
67,324,1705,1569,172,1410,980,2223,2918,2028,530,2745,2370,710,262,389,0,0,0,0,0,0
68,328,1732,1583,174,1441,1009,2271,2982,2071,535,2773,2385,721,265,393,0,0,0,0,0,0
68,331,1750,1593,175,1462,1023,2307,3027,2106,537,2794,2395,733,268,397,0,0,0,0,0,0
69,333,1767,1603,177,1485,1051,2347,3089,2144,540,2811,2401,743,272,400,0,0,0,0,0,0
69,333,1773,1609,180,1496,1062,2365,3117,2162,542,2821,2404,749,273,401,0,0,0,0,0,0
69,333,1772,1610,181,1500,1053,2372,3131,2168,542,2819,2405,753,274,402,0,0,0,0,0,0
69,332,1765,1607,181,1491,1046,2354,3104,2160,541,2806,2399,751,273,400,0,0,0,0,0,0
68,330,1754,1599,181,1477,1025,2330,3068,2134,538,2787,2390,744,271,398,0,0,0,0,0,0
68,327,1732,1585,179,1455,1006,2291,3016,2100,536,2766,2380,733,268,395,0,0,0,0,0,0
68,323,1711,1572,177,1447,997,2283,3006,2088,537,2768,2381,730,267,395,0,0,0,0,0,0
68,325,1719,1576,177,1434,985,2261,2979,2059,535,2760,2374,721,264,392,0,0,0,0,0,0
67,323,1709,1570,176,1423,975,2242,2956,2041,533,2749,2368,716,262,390,0,0,0,0,0,0
67,321,1700,1565,175,1412,966,2226,2934,2025,531,2740,2363,711,261,389,0,0,0,0,0,0
67,319,1691,1560,173,1402,957,2210,2912,2009,529,2729,2358,707,260,387,0,0,0,0,0,0
67,317,1683,1556,172,1390,946,2195,2890,1994,527,2719,2353,703,258,386,0,0,0,0,0,0
66,316,1675,1551,171,1379,935,2179,2863,1980,525,2711,2349,699,257,385,0,0,0,0,0,0
66,315,1671,1549,170,1373,931,2173,2855,1974,524,2706,2347,698,256,384,0,0,0,0,0,0
66,315,1669,1548,170,1371,929,2169,2850,1972,524,2704,2345,698,256,384,0,0,0,0,0,0
66,314,1668,1547,169,1371,929,2167,2846,1971,524,2704,2345,697,256,384,0,0,0,0,0,0
66,315,1670,1549,170,1374,933,2171,2854,1974,524,2706,2346,698,256,384,0,0,0,0,0,0
66,316,1674,1550,170,1378,939,2177,2863,1980,525,2710,2349,699,257,384,0,0,0,0,0,0
66,318,1681,1554,171,1385,947,2188,2878,1990,526,2718,2353,701,258,385,0,0,0,0,0,0
67,321,1689,1559,171,1391,954,2195,2886,1998,528,2727,2358,703,259,386,0,0,0,0,0,0
67,325,1707,1571,173,1411,959,2228,2930,2009,531,2749,2369,710,259,389,0,0,0,0,0,0
67,325,1705,1571,173,1416,980,2234,2950,2027,530,2745,2370,711,262,389,0,0,0,0,0,0
