"Time (seconds)","Speed (mph)","Grade (rise/run)","Key On/Off (1/0)","Engine Speed (rpm)","Engine Torque (Nm)","Engine Power (kW)"
47629,25.53,0.0007,1,1560.38,-65.8,0
47630,24.72,0.0005,1,1516.88,-213.85,0
47631,23.42,0.0002,1,1430.38,-197.4,0
47632,22.12,0,1,1351,-197.4,0
47633,20.92,-0.0001,1,1272.75,-180.95,0
47634,19.49,-0.0003,1,1240,-180.95,0
47635,17.97,-0.0004,1,1467,-213.85,0
47636,16.69,-0.0004,1,1363.25,-197.4,0
47637,15.54,-0.0005,1,1270.38,-197.4,0
47638,14.44,-0.0005,1,1178.5,-180.95,0
47639,12.83,-0.0005,1,1038.25,-180.95,0
47640,10.77,-0.0006,1,742.62,0,0
47641,8.83,-0.0006,1,742.88,0,0
47642,7.42,-0.0006,1,731.12,82.25,6.3
47643,6.5,-0.0006,1,729,98.7,7.53
47644,6.79,-0.0006,1,730.62,115.15,8.81
47645,6.9,-0.0007,1,737.25,115.15,8.89
47646,7,-0.0007,1,737.88,115.15,8.9
47647,7.1,-0.0007,1,739,115.15,8.91
47648,7.4,-0.0007,1,743.75,98.7,7.69
47649,7.78,-0.0007,1,744.12,98.7,7.69
47650,7.71,-0.0007,1,746.62,115.15,9
47651,6.68,-0.0008,1,748,98.7,7.73
47652,4.24,-0.0008,1,738,164.5,12.71
47653,1.22,-0.0008,1,743.25,131.6,10.24
47654,0.04,-0.0008,1,751.12,131.6,10.35
47655,0,0,1,748.75,115.15,9.03
47656,0,0,1,752.25,115.15,9.07
47657,0,0,1,750.62,115.15,9.05
47658,0,0,1,736.38,131.6,10.15
47659,1.36,-0.0008,1,810.75,460.6,39.11
47660,3.39,-0.0008,1,1193.88,559.3,69.92
47661,6.15,-0.0008,1,1183.75,575.75,71.37
47662,8.48,-0.0008,1,1293.25,608.65,82.43
47663,10.51,-0.0008,1,1569.62,641.55,105.45
47664,12,-0.0008,1,1351.12,509.95,72.15
47665,13.68,-0.0007,1,1135.12,263.2,31.29
47666,13.9,-0.0006,1,1152.12,65.8,7.94
47667,14.17,-0.0006,1,1210.62,674.45,85.5
47668,15.63,-0.0004,1,1325.88,1052.8,146.18
47669,18.07,-0.0001,1,1538,1135.05,182.81
47670,20.46,0.0002,1,1393.62,855.4,124.84
47671,22.55,0.0004,1,1410.88,1151.5,170.13
47672,24.57,0.0006,1,1530.5,1069.25,171.37
47673,26.21,0.0008,1,1636.12,888.3,152.2
47674,26.72,0.0009,1,1674.25,-263.2,0
47675,25.91,0.0007,1,1587.62,-213.85,0
47676,24.79,0.0007,1,1513.25,-213.85,0
47677,23.78,0.0007,1,1441,-213.85,0
47678,22.55,0.0007,1,1375.88,-197.4,0
47679,21.52,0.0007,1,1307.75,-197.4,0
47680,19.96,-0.0009,1,1188.88,-180.95,0
47681,17.09,-0.0016,1,1305.25,-197.4,0
47682,15.86,-0.002,1,1286.75,-197.4,0
47683,14.23,-0.0021,1,1157.12,-180.95,0
47684,13.46,-0.0021,1,1189.88,329,40.99
47685,13.42,-0.0022,1,1117.38,49.35,5.77
47686,13.45,-0.0022,1,1142.38,509.95,61
47687,14.31,-0.0023,1,1211.25,641.55,81.38
47688,15.54,-0.0011,1,1323,723.8,100.28
47689,17.17,-0.0014,1,1445.5,526.4,79.68
47690,18.15,-0.0022,1,1173.38,394.8,48.51
47691,18.67,-0.0037,1,1154.75,230.3,27.85
47692,18.88,-0.0054,1,1168.5,213.85,26.17
47693,19.06,-0.0065,1,1175.62,164.5,20.25
47694,18.88,-0.0073,1,1152.25,-164.5,0
47695,17.93,-0.0075,1,1458,98.7,15.07
47696,17.68,-0.0073,1,1441,82.25,12.41
47697,17.48,-0.0066,1,1436.5,82.25,12.37
47698,17.8,-0.0054,1,1088.62,0,0
47699,17.73,-0.0035,1,1078.25,-148.05,0
47700,16.75,-0.0015,1,1306.62,82.25,11.25
47701,16.37,0.0007,1,1369.38,148.05,21.23
47702,16.98,0.0029,1,1429.75,477.05,71.43
47703,17.74,0.0049,1,1286.38,312.55,42.1
47704,18.54,0.0065,1,1154.88,674.45,81.57
47705,19.71,0.0075,1,1238.62,756.7,98.15
47706,20.67,0.0082,1,1286.25,444.15,59.83
47707,21.41,0.0083,1,1328.88,329,45.78
47708,22,0.0082,1,1334.12,-82.25,0
47709,21.98,0.0078,1,1346.12,-180.95,0
47710,21.65,0.0074,1,1328.12,-180.95,0
47711,21.04,0.007,1,1291.5,-16.45,0
47712,20.58,0.0065,1,1263.75,-65.8,0
47713,20.24,0.006,1,1245,-32.9,0
47714,20.18,0.0057,1,1242.75,65.8,8.56
47715,20.47,0.0055,1,1263.12,658,87.04
47716,20.96,0.0054,1,1292.5,65.8,8.91
47717,20.46,0.0053,1,1246.62,-180.95,0
47718,19.18,0.005,1,1155.62,-164.5,0
47719,17.95,0.0046,1,1526.38,279.65,44.7
47720,18.01,0.0039,1,1526.12,98.7,15.77
47721,18.19,0.0018,1,1353.88,82.25,11.66
47722,18.32,0.0012,1,1129,98.7,11.67
47723,17.83,0.0004,1,1080.88,-148.05,0
47724,16.53,0.0006,1,1132.12,-164.5,0
47725,15.18,0.0008,1,1233.75,-164.5,0
47726,14.1,0.0009,1,1134.75,-164.5,0
47727,12.22,0.0009,1,910.75,-148.05,0
47728,10.38,0.001,1,751.12,-49.35,0
47729,9.14,0.001,1,744.75,0,0
47730,8.48,0.0011,1,1083.38,625.1,70.92
47731,9.29,0.0011,1,1530.12,987,158.15
47732,11.49,0.0011,1,1701.62,690.9,123.11
47733,13.97,0.0011,1,1357.25,460.6,65.47
47734,15.46,0.0011,1,1303,559.3,76.32
47735,15.83,0.0011,1,1270.75,-180.95,0
47736,14.76,0.0011,1,1202,-164.5,0
47737,13.79,0.0011,1,1100.88,-148.05,0
47738,12.26,0.0011,1,884.5,-131.6,0
47739,10.48,0.0015,1,749.38,-49.35,0
47740,8.22,0.0015,1,734.75,49.35,3.8
47741,6.04,0.0015,1,723.5,115.15,8.72
47742,2.86,0.0015,1,727.75,115.15,8.78
47743,0.25,0.0015,1,737.75,115.15,8.9
47744,0.01,0.0015,1,753.62,98.7,7.79
47745,0,0,1,751,98.7,7.76
47746,0,0,1,774.5,32.9,2.67
47747,0,0,1,754.88,0,0
47748,0,0,1,749.75,0,0
47749,0,0,1,750.12,0,0
47750,0,0,1,750,0,0
47751,0,0,1,751.12,0,0
47752,0,0,1,749.62,0,0
47753,0,0,1,750.62,0,0
47754,0,0,1,749.12,0,0
47755,0,0,1,750.5,0,0
47756,0,0,1,749.12,16.45,1.29
47757,0,0,1,750.62,0,0
47758,0,0,1,749.62,0,0
47759,0,0,1,751.12,0,0
47760,0,0,1,748.25,0,0
47761,0,0,1,748.38,16.45,1.29
47762,0,0,1,748.75,0,0
47763,0,0,1,752,0,0
47764,0,0,1,748.12,16.45,1.29
47765,0,0,1,749.62,16.45,1.29
47766,0,0,1,752.62,0,0
47767,0,0,1,749.38,0,0
47768,0,0,1,748,16.45,1.29
47769,0,0,1,749.62,0,0
47770,0,0,1,750.75,0,0
47771,0,0,1,751.62,0,0
47772,0,0,1,748.75,16.45,1.29
47773,0,0,1,750.62,16.45,1.29
47774,0,0,1,750,16.45,1.29
47775,0,0,1,751.12,16.45,1.29
47776,0,0,1,748.75,16.45,1.29
47777,0,0,1,749.25,16.45,1.29
47778,0,0,1,749.75,16.45,1.29
47779,0,0,1,753.75,0,0
47780,0,0,1,667.25,-82.25,0
47781,0,0,1,397.25,-82.25,0
47782,0,0,1,147.38,0,0
47783,0,0,0,0,0,0
47784,0,0,0,0,0,0
47785,0,0,0,0,0,0
47786,0,0,0,0,0,0
47787,0,0,0,0,0,0
47788,0,0,0,0,0,0
47789,0,0,0,0,0,0
47790,0,0,0,0,0,0
47791,0,0,0,0,0,0
47792,0,0,0,0,0,0
47793,0,0,0,0,0,0
47794,0,0,0,0,0,0
47795,0,0,0,0,0,0
47796,0,0,0,0,0,0
47797,0,0,0,0,0,0
47798,0,0,0,0,0,0
47799,0,0,0,0,0,0
47800,0,0,0,0,0,0
47801,0,0,0,0,0,0
47802,0,0,0,0,0,0
47803,0,0,0,0,0,0
47804,0,0,0,0,0,0
47805,0,0,0,0,0,0
47806,0,0,0,0,0,0
47807,0,0,0,0,0,0
47808,0,0,0,0,0,0
47809,0,0,0,0,0,0
47810,0,0,0,0,0,0
47811,0,0,0,0,0,0
47812,0,0,0,0,0,0
47813,0,0,0,0,0,0
47814,0,0,0,0,0,0
47815,0,0,0,0,0,0
47816,0,0,0,0,0,0
47817,0,0,0,0,0,0
47818,0,0,0,0,0,0
47819,0,0,0,0,0,0
47820,0,0,0,0,0,0
47821,0,0,0,0,0,0
47822,0,0,0,0,0,0
47823,0,0,0,0,0,0
47824,0,0,0,0,0,0
47825,0,0,0,0,0,0
47826,0,0,0,0,0,0
47827,0,0,0,0,0,0
47828,0,0,0,0,0,0
47829,0,0,0,0,0,0
47830,0,0,0,0,0,0
47831,0,0,0,0,0,0
47832,0,0,0,0,0,0
47833,0,0,0,0,0,0
47834,0,0,0,0,0,0
47835,0,0,0,0,0,0
47836,0,0,0,0,0,0
47837,0,0,0,0,0,0
47838,0,0,0,0,0,0
47839,0,0,0,0,0,0
47840,0,0,0,0,0,0
47841,0,0,0,0,0,0
47842,0,0,0,0,0,0
47843,0,0,0,0,0,0
47844,0,0,0,0,0,0
47845,0,0,0,0,0,0
47846,0,0,0,0,0,0
47847,0,0,0,0,0,0
47848,0,0,0,0,0,0
47849,0,0,0,0,0,0
47850,0,0,0,0,0,0
47851,0,0,0,0,0,0
47852,0,0,0,0,0,0
47853,0,0,0,0,0,0
47854,0,0,0,0,0,0
47855,0,0,0,0,0,0
47856,0,0,0,0,0,0
47857,0,0,0,0,0,0
47858,0,0,0,0,0,0
47859,0,0,0,0,0,0
47860,0,0,0,0,0,0
47861,0,0,0,0,0,0
47862,0,0,0,0,0,0
47863,0,0,0,0,0,0
47864,0,0,0,0,0,0
47865,0,0,0,0,0,0
47866,0,0,0,0,0,0
47867,0,0,0,0,0,0
47868,0,0,0,0,0,0
47869,0,0,0,0,0,0
47870,0,0,0,0,0,0
47871,0,0,0,0,0,0
47872,0,0,0,0,0,0
47873,0,0,0,0,0,0
47874,0,0,0,0,0,0
47875,0,0,0,0,0,0
47876,0,0,0,0,0,0
47877,0,0,0,0,0,0
47878,0,0,0,0,0,0
47879,0,0,0,0,0,0
47880,0,0,0,0,0,0
47881,0,0,0,0,0,0
47882,0,0,0,0,0,0
47883,0,0,0,0,0,0
47884,0,0,0,0,0,0
47885,0,0,0,0,0,0
47886,0,0,0,0,0,0
47887,0,0,0,0,0,0
47888,0,0,0,0,0,0
47889,0,0,0,0,0,0
47890,0,0,0,0,0,0
47891,0,0,0,0,0,0
47892,0,0,0,0,0,0
47893,0,0,0,0,0,0
47894,0,0,0,0,0,0
47895,0,0,0,0,0,0
47896,0,0,0,0,0,0
47897,0,0,0,0,0,0
47898,0,0,0,0,0,0
47899,0,0,0,0,0,0
47900,0,0,0,0,0,0
47901,0,0,0,0,0,0
47902,0,0,0,0,0,0
47903,0,0,0,0,0,0
47904,0,0,0,0,0,0
47905,0,0,0,0,0,0
47906,0,0,0,0,0,0
47907,0,0,0,0,0,0
47908,0,0,0,0,0,0
47909,0,0,0,0,0,0
47910,0,0,0,0,0,0
47911,0,0,0,0,0,0
47912,0,0,0,0,0,0
47913,0,0,0,0,0,0
47914,0,0,0,0,0,0
47915,0,0,0,0,0,0
47916,0,0,0,0,0,0
47917,0,0,0,0,0,0
47918,0,0,0,0,0,0
47919,0,0,0,0,0,0
47920,0,0,0,0,0,0
47921,0,0,0,0,0,0
47922,0,0,0,0,0,0
47923,0,0,0,0,0,0
47924,0,0,0,0,0,0
47925,0,0,0,0,0,0
47926,0,0,0,0,0,0
47927,0,0,0,0,0,0
47928,0,0,0,0,0,0
47929,0,0,0,0,0,0
47930,0,0,0,0,0,0
47931,0,0,0,0,0,0
47932,0,0,0,0,0,0
47933,0,0,0,0,0,0
47934,0,0,0,0,0,0
47935,0,0,0,0,0,0
47936,0,0,0,0,0,0
47937,0,0,0,0,0,0
47938,0,0,0,0,0,0
47939,0,0,0,0,0,0
47940,0,0,0,0,0,0
47941,0,0,0,0,0,0
47942,0,0,0,0,0,0
47943,0,0,0,0,0,0
47944,0,0,0,0,0,0
47945,0,0,0,0,0,0
47946,0,0,0,0,0,0
47947,0,0,0,0,0,0
47948,0,0,0,0,0,0
47949,0,0,0,0,0,0
47950,0,0,0,0,0,0
47951,0,0,0,0,0,0
47952,0,0,0,0,0,0
47953,0,0,0,0,0,0
47954,0,0,0,0,0,0
47955,0,0,0,0,0,0
47956,0,0,0,0,0,0
47957,0,0,0,0,0,0
47958,0,0,0,0,0,0
47959,0,0,0,0,0,0
47960,0,0,0,0,0,0
47961,0,0,0,0,0,0
47962,0,0,0,0,0,0
47963,0,0,0,0,0,0
47964,0,0,0,0,0,0
47965,0,0,0,0,0,0
47966,0,0,0,0,0,0
47967,0,0,0,0,0,0
47968,0,0,0,0,0,0
47969,0,0,0,0,0,0
47970,0,0,0,0,0,0
47971,0,0,0,0,0,0
47972,0,0,0,0,0,0
47973,0,0,0,0,0,0
47974,0,0,0,0,0,0
47975,0,0,0,0,0,0
47976,0,0,0,0,0,0
47977,0,0,0,0,0,0
47978,0,0,0,0,0,0
47979,0,0,0,0,0,0
47980,0,0,0,0,0,0
47981,0,0,0,0,0,0
47982,0,0,0,0,0,0
47983,0,0,0,0,0,0
47984,0,0,0,0,0,0
47985,0,0,0,0,0,0
47986,0,0,0,0,0,0
47987,0,0,0,0,0,0
47988,0,0,0,0,0,0
47989,0,0,0,0,0,0
47990,0,0,0,0,0,0
47991,0,0,0,0,0,0
47992,0,0,0,0,0,0
47993,0,0,0,0,0,0
47994,0,0,0,0,0,0
47995,0,0,0,0,0,0
47996,0,0,0,0,0,0
47997,0,0,0,0,0,0
47998,0,0,0,0,0,0
47999,0,0,0,0,0,0
48000,0,0,0,0,0,0
48001,0,0,0,0,0,0
48002,0,0,0,0,0,0
48003,0,0,0,0,0,0
48004,0,0,0,0,0,0
48005,0,0,0,0,0,0
48006,0,0,0,0,0,0
48007,0,0,0,0,0,0
48008,0,0,0,0,0,0
48009,0,0,0,0,0,0
48010,0,0,0,0,0,0
48011,0,0,0,0,0,0
48012,0,0,0,0,0,0
48013,0,0,0,0,0,0
48014,0,0,0,0,0,0
48015,0,0,0,0,0,0
48016,0,0,0,0,0,0
48017,0,0,0,0,0,0
48018,0,0,0,0,0,0
48019,0,0,0,0,0,0
48020,0,0,0,0,0,0
48021,0,0,0,0,0,0
48022,0,0,0,0,0,0
48023,0,0,0,0,0,0
48024,0,0,0,0,0,0
48025,0,0,0,0,0,0
48026,0,0,0,0,0,0
48027,0,0,0,0,0,0
48028,0,0,0,0,0,0
48029,0,0,0,0,0,0
48030,0,0,0,0,0,0
48031,0,0,0,0,0,0
48032,0,0,0,0,0,0
48033,0,0,0,0,0,0
48034,0,0,0,0,0,0
48035,0,0,0,0,0,0
48036,0,0,0,0,0,0
48037,0,0,0,0,0,0
48038,0,0,0,0,0,0
48039,0,0,0,0,0,0
48040,0,0,0,0,0,0
48041,0,0,0,0,0,0
48042,0,0,0,0,0,0
48043,0,0,0,0,0,0
48044,0,0,0,0,0,0
48045,0,0,0,0,0,0
48046,0,0,0,0,0,0
48047,0,0,0,0,0,0
48048,0,0,0,0,0,0
48049,0,0,0,0,0,0
48050,0,0,0,0,0,0
48051,0,0,0,0,0,0
48052,0,0,0,0,0,0
48053,0,0,0,0,0,0
48054,0,0,0,0,0,0
48055,0,0,0,0,0,0
48056,0,0,0,0,0,0
48057,0,0,0,0,0,0
48058,0,0,0,0,0,0
48059,0,0,0,0,0,0
48060,0,0,0,0,0,0
48061,0,0,0,0,0,0
48062,0,0,0,0,0,0
48063,0,0,0,0,0,0
48064,0,0,0,0,0,0
48065,0,0,0,0,0,0
48066,0,0,0,0,0,0
48067,0,0,0,0,0,0
48068,0,0,0,0,0,0
48069,0,0,0,0,0,0
48070,0,0,0,0,0,0
48071,0,0,0,0,0,0
48072,0,0,0,0,0,0
48073,0,0,0,0,0,0
48074,0,0,0,0,0,0
48075,0,0,0,0,0,0
48076,0,0,0,0,0,0
48077,0,0,0,0,0,0
48078,0,0,0,0,0,0
48079,0,0,0,0,0,0
48080,0,0,0,0,0,0
48081,0,0,0,0,0,0
48082,0,0,0,0,0,0
48083,0,0,0,0,0,0
48084,0,0,0,0,0,0
48085,0,0,0,0,0,0
48086,0,0,0,0,0,0
48087,0,0,0,0,0,0
48088,0,0,0,0,0,0
48089,0,0,0,0,0,0
48090,0,0,0,0,0,0
48091,0,0,0,0,0,0
48092,0,0,0,0,0,0
48093,0,0,0,0,0,0
48094,0,0,0,0,0,0
48095,0,0,0,0,0,0
48096,0,0,0,0,0,0
48097,0,0,0,0,0,0
48098,0,0,0,0,0,0
48099,0,0,0,0,0,0
48100,0,0,0,0,0,0
48101,0,0,0,0,0,0
48102,0,0,0,0,0,0
48103,0,0,0,0,0,0
48104,0,0,0,0,0,0
48105,0,0,0,0,0,0
48106,0,0,0,0,0,0
48107,0,0,0,0,0,0
48108,0,0,0,0,0,0
48109,0,0,0,0,0,0
48110,0,0,0,0,0,0
48111,0,0,0,0,0,0
48112,0,0,0,0,0,0
48113,0,0,0,0,0,0
48114,0,0,0,0,0,0
48115,0,0,0,0,0,0
48116,0,0,0,0,0,0
48117,0,0,0,0,0,0
48118,0,0,0,0,0,0
48119,0,0,0,0,0,0
48120,0,0,0,0,0,0
48121,0,0,0,0,0,0
48122,0,0,0,0,0,0
48123,0,0,0,0,0,0
48124,0,0,0,0,0,0
48125,0,0,0,0,0,0
48126,0,0,0,0,0,0
48127,0,0,0,0,0,0
48128,0,0,0,0,0,0
48129,0,0,0,0,0,0
48130,0,0,0,0,0,0
48131,0,0,0,0,0,0
48132,0,0,0,0,0,0
48133,0,0,0,0,0,0
48134,0,0,0,0,0,0
48135,0,0,0,0,0,0
48136,0,0,0,0,0,0
48137,0,0,0,0,0,0
48138,0,0,0,0,0,0
48139,0,0,0,0,0,0
48140,0,0,0,0,0,0
48141,0,0,0,0,0,0
48142,0,0,0,0,0,0
48143,0,0,0,0,0,0
48144,0,0,0,0,0,0
48145,0,0,0,0,0,0
48146,0,0,0,0,0,0
48147,0,0,0,0,0,0
48148,0,0,0,0,0,0
48149,0,0,0,0,0,0
48150,0,0,0,0,0,0
48151,0,0,0,0,0,0
48152,0,0,0,0,0,0
48153,0,0,0,0,0,0
48154,0,0,0,0,0,0
48155,0,0,0,0,0,0
48156,0,0,0,0,0,0
48157,0,0,0,0,0,0
48158,0,0,0,0,0,0
48159,0,0,0,0,0,0
48160,0,0,0,0,0,0
48161,0,0,0,0,0,0
48162,0,0,0,0,0,0
48163,0,0,0,0,0,0
48164,0,0,0,0,0,0
48165,0,0,0,0,0,0
48166,0,0,0,0,0,0
48167,0,0,0,0,0,0
48168,0,0,0,0,0,0
48169,0,0,0,0,0,0
48170,0,0,0,0,0,0
48171,0,0,0,0,0,0
48172,0,0,0,0,0,0
48173,0,0,0,0,0,0
48174,0,0,0,0,0,0
48175,0,0,0,0,0,0
48176,0,0,0,0,0,0
48177,0,0,0,0,0,0
48178,0,0,0,0,0,0
48179,0,0,0,0,0,0
48180,0,0,0,0,0,0
48181,0,0,0,0,0,0
48182,0,0,0,0,0,0
48183,0,0,0,0,0,0
48184,0,0,0,0,0,0
48185,0,0,0,0,0,0
48186,0,0,0,0,0,0
48187,0,0,0,0,0,0
48188,0,0,1,770.38,32.9,2.65
48189,0,0,1,755.12,0,0
48190,0,0,1,748.75,16.45,1.29
48191,0,0,1,748.12,16.45,1.29
48192,0,0,1,748.62,16.45,1.29
48193,0,0,1,750.5,16.45,1.29
48194,0,0,1,749.38,16.45,1.29
48195,0,0,1,748.62,16.45,1.29
48196,0,0,1,748.75,32.9,2.58
48197,0.12,0.0015,1,710.75,180.95,13.47
48198,1.77,0.0015,1,1105,592.2,68.53
48199,4.79,0.0015,1,1260.5,658,86.86
48200,7.72,0.0015,1,1206.75,592.2,74.84
48201,8.99,0.0014,1,1297.88,-16.45,0
48202,8.5,0.0013,1,1219.5,65.8,8.4
48203,8.27,0.0013,1,1300.12,279.65,38.07
48204,8.53,0.0012,1,1184.25,345.45,42.84
48205,8.87,0.0011,1,1233.5,-164.5,0
48206,9.25,0.001,1,1067.88,197.4,22.07
48207,9.6,0.0008,1,748.38,65.8,5.16
48208,9.99,0.0007,1,751.5,32.9,2.59
48209,9.1,0.0005,1,745.75,49.35,3.85
48210,7.62,0.0003,1,732.88,131.6,10.1
48211,6.01,0.0002,1,728,164.5,12.54
48212,3,0.0002,1,733,164.5,12.63
48213,0.46,0.0002,1,734.88,180.95,13.93
48214,0.02,0.0002,1,752.88,164.5,12.97
48215,0,0,1,751.88,148.05,11.66
48216,0,0,1,750.88,148.05,11.64
48217,0,0,1,751.12,131.6,10.35
48218,0,0,1,751.75,131.6,10.36
48219,0,0,1,750.12,131.6,10.34
48220,0,0,1,749.88,131.6,10.33
48221,0,0,1,748.38,131.6,10.31
48222,0,0,1,750,131.6,10.34
48223,0,0,1,749.25,131.6,10.33
48224,0,0,1,750,131.6,10.34
48225,0,0,1,748.88,131.6,10.32
48226,0,0,1,750.5,131.6,10.34
48227,0,0,1,749.38,131.6,10.33
48228,0,0,1,749.5,131.6,10.33
48229,0,0,1,749.25,131.6,10.33
48230,0,0,1,750.38,131.6,10.34
48231,0,0,1,749.88,131.6,10.33
48232,0,0,1,749.62,131.6,10.33
48233,0,0,1,748.12,131.6,10.31
48234,0,0,1,743.75,164.5,12.81
48235,0,0,1,749.38,164.5,12.91
48236,0,0,1,754.62,148.05,11.7
48237,0,0,1,750.88,131.6,10.35
48238,0,0,1,749.88,131.6,10.33
48239,0,0,1,749.88,131.6,10.33
48240,0,0,1,744.88,148.05,11.55
48241,0,0,1,747,164.5,12.87
48242,0,0,1,748.38,164.5,12.89
48243,0.44,0.0001,1,736.38,197.4,15.22
48244,2.12,0.0001,1,749.75,197.4,15.5
48245,3.37,0,1,753,180.95,14.27
48246,4.15,-0.0001,1,755,164.5,13.01
48247,5.01,-0.0002,1,857.62,460.6,41.37
48248,5.71,-0.0004,1,950.5,460.6,45.85
48249,6.9,-0.0006,1,1337.25,592.2,82.93
48250,8.29,-0.0009,1,1291.38,378.35,51.17
48251,9.65,-0.0012,1,1185.25,213.85,26.54
48252,10.42,-0.0015,1,985.5,164.5,16.98
48253,10.73,-0.0019,1,958.62,115.15,11.56
48254,10.69,-0.0023,1,912.5,82.25,7.86
48255,10.63,-0.0026,1,926.62,115.15,11.17
48256,10.53,-0.003,1,898,49.35,4.64
48257,10.56,-0.0033,1,1017.75,197.4,21.04
48258,10.72,-0.0036,1,965.25,164.5,16.63
48259,10.62,-0.0038,1,769.75,-49.35,0
48260,10.22,-0.004,1,760.38,-16.45,0
48261,9.58,-0.0042,1,757,0,0
48262,8.86,-0.0043,1,751.62,32.9,2.59
48263,8.34,-0.0045,1,745.5,82.25,6.42
48264,8,-0.0047,1,771.62,378.35,30.57
48265,8.6,-0.0048,1,1317.88,723.8,99.89
48266,10.19,-0.005,1,1393.25,493.5,72
48267,11.51,-0.0052,1,1316.12,411.25,56.68
48268,12.53,-0.0053,1,1215.25,394.8,50.24
48269,13.4,-0.0055,1,1103,246.75,28.5
48270,13.76,-0.0056,1,1145.25,296.1,35.51
48271,14.03,-0.0057,1,1167.62,263.2,32.18
48272,14.22,-0.0058,1,1183.38,263.2,32.62
48273,14.55,-0.0059,1,1212.12,246.75,31.32
48274,14.92,-0.006,1,1242,246.75,32.09
48275,15.22,-0.0061,1,1265.25,246.75,32.69
48276,15.31,-0.0061,1,1268.88,312.55,41.53
48277,15.86,-0.0061,1,1327,509.95,70.86
48278,16.5,-0.006,1,1370.75,509.95,73.2
48279,16.95,-0.0059,1,1407.62,625.1,92.14
48280,17.66,-0.0058,1,1471.12,592.2,91.23
48281,18.02,-0.0056,1,1252,329,43.13
48282,18.21,-0.0054,1,1113.25,378.35,44.11
48283,17.92,-0.0052,1,1101.88,361.9,41.76
48284,17.71,-0.0051,1,1089.38,361.9,41.29
48285,17.47,-0.0049,1,1072.12,213.85,24.01
48286,17.1,-0.0047,1,1049.75,378.35,41.59
48287,16.22,-0.0045,1,1056,-148.05,0
48288,14.67,-0.0044,1,1179.12,-148.05,0
48289,13.01,-0.0044,1,1052.62,-148.05,0
48290,11.62,-0.0043,1,790.75,-115.15,0
48291,10.7,-0.0042,1,750.25,-32.9,0
48292,9.93,-0.0042,1,748.5,-32.9,0
48293,9.04,-0.0041,1,744.38,16.45,1.28
48294,8.51,-0.0041,1,741.12,32.9,2.55
48295,8.2,-0.004,1,738.75,197.4,15.27
48296,8.62,-0.0039,1,1111.75,378.35,44.05
48297,9.14,-0.0039,1,978.5,312.55,32.03
48298,9.5,-0.0038,1,1086.75,444.15,50.55
48299,10.11,-0.0037,1,1117.38,361.9,42.35
48300,11.1,-0.0036,1,1231.25,444.15,57.27
48301,12.2,-0.0035,1,1297.12,345.45,46.92
48302,12.92,-0.0034,1,1066.62,148.05,16.54
48303,12.7,-0.0033,1,1036.5,-131.6,0
48304,12.09,-0.0032,1,879.38,-131.6,0
48305,11.14,-0.0031,1,753.75,-49.35,0
48306,10.51,-0.0029,1,749.75,49.35,3.87
48307,10.1,-0.0029,1,759.5,0,0
48308,9.74,-0.0028,1,758.38,0,0
48309,9.19,-0.0027,1,754,16.45,1.3
48310,8.77,-0.0026,1,748.75,49.35,3.87
48311,8.1,-0.0026,1,743.38,98.7,7.68
48312,6.77,-0.0025,1,734.75,148.05,11.39
48313,4.6,-0.0025,1,733.12,180.95,13.89
48314,2.08,-0.0025,1,742.62,131.6,10.23
48315,0.22,-0.0025,1,745.88,131.6,10.28
48316,0.02,-0.0025,1,755.12,115.15,9.11
48317,0,0,1,753.75,98.7,7.79
48318,0,0,1,745.62,115.15,8.99
48319,0,0,1,746,115.15,9
48320,0,0,1,751.12,115.15,9.06
48321,0,0,1,748.38,115.15,9.02
48322,0,0,1,749.38,115.15,9.04
48323,0,0,1,748.5,115.15,9.03
48324,0,0,1,751.88,115.15,9.07
48325,0,0,1,752.12,98.7,7.77
48326,0,0,1,747.62,115.15,9.02
48327,0,0,1,748.5,115.15,9.03
48328,0,0,1,754.5,98.7,7.8
48329,0,0,1,751.88,98.7,7.77
48330,0.87,-0.0025,1,957.25,542.85,54.42
48331,3.5,-0.0025,1,1268.12,658,87.38
48332,5.94,-0.0025,1,1397.62,625.1,91.49
48333,7.9,-0.0025,1,1577.38,855.4,141.3
48334,10.49,-0.0025,1,1522.38,674.45,107.52
48335,12.38,-0.0025,1,1134.62,477.05,56.68
48336,13.49,-0.0025,1,1132,444.15,52.65
48337,14.11,-0.0027,1,1176.12,411.25,50.65
48338,14.43,-0.0029,1,1200.38,345.45,43.42
48339,14.8,-0.003,1,1229.25,296.1,38.12
48340,15.01,-0.0032,1,1225,-115.15,0
48341,14.2,-0.0032,1,1156.38,-164.5,0
48342,12.89,-0.0033,1,1047.75,-148.05,0
48343,11.81,-0.0033,1,747.88,-32.9,0
48344,10.87,-0.0034,1,749.12,-32.9,0
48345,9.99,-0.0034,1,747.75,-16.45,0
48346,8.84,-0.0034,1,742.25,16.45,1.28
48347,7.48,-0.0034,1,728.25,115.15,8.78
48348,5.58,-0.0034,1,723.25,131.6,9.97
48349,2.72,-0.0034,1,730,131.6,10.06
48350,0.26,-0.0034,1,739,131.6,10.18
48351,0.01,-0.0034,1,753,115.15,9.08
48352,0,0,1,737.88,131.6,10.17
48353,1.05,-0.0034,1,908.25,542.85,51.63
