Time (seconds),Speed (mph),Grade (rise/run),Key On/Off (1/0),Engine Speed (rpm),Engine Torque (Nm),Engine Power (kW),Speed (m/s),Acceleration (m/s2),P_W (kW),eta_RB,P_T (kW),EC_cum (kWh),ER_cum (kWh),SOC,break_length,charging_break (bool),SOC_wBreakCharging,charging_power_existing_breaks (kW),charging_power_depletion_breaks (kW),charging_power_after_cycle (kW),charging_power_total (kW)
94,0.0,0.0,1.0,599.62,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
95,0.0,0.0,1.0,599.12,98.24,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
96,0.0,0.0,1.0,601.12,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
97,0.0,0.0,1.0,599.12,98.24,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
98,0.0,0.0,1.0,599.62,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
99,0.0,0.0,1.0,602.0,98.24,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
100,0.0,0.0,1.0,600.75,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
101,0.0,0.0,1.0,600.62,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
102,0.0,0.0,1.0,598.5,98.24,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
103,0.0,0.0,1.0,599.0,98.24,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
104,0.0,0.0,1.0,599.5,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
105,0.0,0.0,1.0,600.0,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
106,0.0,0.0,1.0,599.38,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
107,0.0,0.0,1.0,600.5,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
108,0.0,0.0,1.0,599.62,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
109,0.0,0.0,1.0,599.75,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
110,0.0,0.0,1.0,600.12,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
111,0.0,0.0,1.0,598.5,98.24,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
112,0.0,0.0,1.0,600.38,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
113,0.0,0.0,1.0,602.0,73.68,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
114,0.0,0.0,1.0,598.0,98.24,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
115,0.0,0.0,1.0,599.75,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
116,0.0,0.0,1.0,600.0,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
117,0.0,0.0,1.0,598.62,98.24,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
118,0.0,0.0,1.0,600.25,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
119,0.0,0.0,1.0,599.62,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
120,0.0,0.0,1.0,600.0,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
121,0.0,0.0,1.0,600.62,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
122,0.0,0.0,1.0,601.12,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
123,0.0,0.0,1.0,599.62,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
124,0.0,0.0,1.0,599.88,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
125,0.0,0.0,1.0,597.75,98.24,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
126,0.0,0.0,1.0,599.0,98.24,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
127,0.0,0.0,1.0,600.88,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
128,0.0,0.0,1.0,598.12,98.24,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
129,0.0,0.0,1.0,599.62,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
130,0.0,0.0,1.0,600.0,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
131,0.0,0.0,1.0,600.38,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
132,0.0,0.0,1.0,599.38,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
133,0.0,0.0,1.0,600.75,73.68,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
134,0.0,0.0,1.0,597.62,98.24,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
135,0.0,0.0,1.0,600.88,73.68,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
136,0.0,0.0,1.0,601.25,73.68,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
137,0.0,0.0,1.0,600.88,73.68,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
138,0.0,0.0,1.0,598.5,98.24,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
139,0.0,0.0,1.0,600.0,73.68,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
140,0.0,0.0,1.0,600.75,73.68,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
141,0.0,0.0,1.0,599.88,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
142,0.0,0.0,1.0,598.0,98.24,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
143,0.0,0.0,1.0,599.12,73.68,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
144,0.0,0.0,1.0,599.38,73.68,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
145,0.0,0.0,1.0,597.88,98.24,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
146,0.0,0.0,1.0,600.88,73.68,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
147,0.0,0.0,1.0,599.62,73.68,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
148,0.0,0.0,1.0,599.25,98.24,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
149,0.0,0.0,1.0,600.12,73.68,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
150,0.0,0.0,1.0,599.0,98.24,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
151,0.0,0.0,1.0,599.62,73.68,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
152,0.0,0.0,1.0,599.88,73.68,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
153,0.0,0.0,1.0,600.0,73.68,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
154,0.0,0.0,1.0,598.75,98.24,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
155,0.0,0.0,1.0,604.25,73.68,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
156,0.0,0.0,1.0,599.38,73.68,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
157,0.0,0.0,1.0,599.88,73.68,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
158,0.0,0.0,1.0,600.0,73.68,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
159,0.0,0.0,1.0,600.75,73.68,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
160,0.0,0.0,1.0,600.25,73.68,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
161,0.0,0.0,1.0,600.25,73.68,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
162,0.0,0.0,1.0,599.5,73.68,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
163,0.0,0.0,1.0,599.25,73.68,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
164,0.0,0.0,1.0,599.75,73.68,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
165,0.0,0.0,1.0,600.5,73.68,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
166,0.0,0.0,1.0,599.25,73.68,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
167,0.0,0.0,1.0,599.0,73.68,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
168,0.0,0.0,1.0,599.12,73.68,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
169,0.0,0.0,1.0,606.0,122.8,7.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
170,0.0,0.0,1.0,600.12,73.68,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
171,0.0,0.0,1.0,599.75,196.48,12.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
172,0.0,0.0,1.0,638.0,442.08,29.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
173,0.0,0.0,1.0,660.25,196.48,13.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,174.0,0.0,0.8,0.0,0.0,0.0,0.0
174,2.03,0.0052,1.0,720.5,343.84,25.94,0.9135,0.9135,3.5306475819795455,0.0,4.1617817905104575,0.001156050497364016,0.0,0.7999914366629826,0.0,0.0,0.7999914366629826,0.0,0.0,0.0,0.0
175,2.24,0.0052,1.0,779.75,368.4,30.08,1.0080000000000002,0.09450000000000025,0.8395916090715693,0.0,0.9896759699081387,0.0014309604890051656,0.0,0.7999894002926741,0.0,0.0,0.7999894002926741,0.0,0.0,0.0,0.0
176,2.62,0.0052,1.0,908.62,491.2,46.74,1.179,0.17099999999999982,1.317008059841793,0.0,1.5524347967723149,0.0018621923769974753,0.0,0.7999862059823927,0.0,0.0,0.7999862059823927,0.0,0.0,0.0,0.0
177,3.3,0.0052,1.0,1200.62,442.08,55.58,1.4849999999999999,0.3059999999999998,2.4037381841185783,0.0,2.833427458146495,0.002649255559815946,0.0,0.7999803758847421,0.0,0.0,0.7999803758847421,0.0,0.0,0.0,0.0
178,3.4,0.0052,1.0,858.0,-122.8,0.0,1.53,0.04500000000000015,0.9984216281471453,0.0,1.1768982473591625,0.002976171739637935,0.0,0.7999779542834101,0.0,0.0,0.7999779542834101,0.0,0.0,0.0,0.0
179,3.04,0.0052,1.0,842.38,712.24,62.83,1.368,-0.16199999999999992,-0.15714951222482398,0.25716826225937256,-0.03428510404719439,0.002976171739637935,-9.523640013109554e-06,0.7999778837379286,0.0,0.0,0.7999778837379286,0.0,0.0,0.0,0.0
180,4.36,0.0052,1.0,1213.88,589.44,74.93,1.9620000000000002,0.5940000000000001,5.274468512824161,0.0,6.217326000853612,0.00470320673987505,-9.523640013109554e-06,0.7999650908860749,0.0,0.0,0.7999650908860749,0.0,0.0,0.0,0.0
181,5.47,0.0052,1.0,1497.5,442.08,69.33,2.4615,0.49949999999999983,5.766067719889368,0.0,6.796802876040985,0.006591207538775324,-9.523640013109554e-06,0.799951105694972,0.0,0.0,0.799951105694972,0.0,0.0,0.0,0.0
182,6.01,0.0052,1.0,1490.0,-196.48,0.0,2.7045,0.24299999999999988,3.7727949383353794,0.0,4.4472151097252075,0.007826545069254547,-9.523640013109554e-06,0.799941955046598,0.0,0.0,0.799941955046598,0.0,0.0,0.0,0.0
183,5.75,0.0052,1.0,915.88,515.76,49.47,2.5875,-0.11699999999999999,0.15769913212602663,0.15253794711587515,0.18588923454473585,0.007878180967739196,-9.523640013109554e-06,0.7999415725584611,0.0,0.0,0.7999415725584611,0.0,0.0,0.0,0.0
184,6.93,0.0052,1.0,1120.5,417.52,48.99,3.1185,0.5310000000000001,7.688869817687921,0.0,9.063322706062266,0.010395770608312047,-9.523640013109554e-06,0.7999229237463088,0.0,0.0,0.7999229237463088,0.0,0.0,0.0,0.0
185,7.9,0.0052,1.0,1295.38,515.76,69.96,3.555,0.4365000000000001,7.538719055842066,0.0,8.886331179161981,0.012864195935857043,-9.523640013109554e-06,0.7999046391142529,0.0,0.0,0.7999046391142529,0.0,0.0,0.0,0.0
186,8.59,0.0052,1.0,1322.88,-171.92,0.0,3.8655,0.3104999999999998,6.408566047583758,0.0,7.554153412605363,0.014962571883802976,-9.523640013109554e-06,0.7998890955887126,0.0,0.0,0.7998890955887126,0.0,0.0,0.0,0.0
187,8.55,0.0052,1.0,1073.62,589.44,66.27,3.8475000000000006,-0.01799999999999935,1.6980237110824934,4.919900642771227e-06,2.0015603360434886,0.015518560866037279,-9.523640013109554e-06,0.7998849771518071,0.0,0.0,0.7998849771518071,0.0,0.0,0.0,0.0
188,9.43,0.0052,1.0,1206.88,540.32,68.29,4.2435,0.39599999999999946,8.399949665868135,0.0,9.901514311154756,0.01826898150802471,-9.523640013109554e-06,0.7998646036655701,0.0,0.0,0.7998646036655701,0.0,0.0,0.0,0.0
189,9.57,0.0052,1.0,1105.88,-147.36,0.0,4.306500000000001,0.06300000000000061,3.218557932691895,0.0,3.793903380316963,0.019322843558112753,-9.523640013109554e-06,0.7998567972800139,0.0,0.0,0.7998567972800139,0.0,0.0,0.0,0.0
190,9.61,0.0052,1.0,915.12,712.24,68.26,4.3245,0.017999999999998906,2.512551636867707,0.0,2.961692269544065,0.020145535855208327,-9.523640013109554e-06,0.7998507032629985,0.0,0.0,0.7998507032629985,0.0,0.0,0.0,0.0
191,9.34,0.0052,1.0,918.25,245.6,23.62,4.203,-0.12149999999999928,0.2639389399871235,0.16353968629311857,0.31112033946734663,0.020231958171727033,-9.523640013109554e-06,0.7998500630976909,0.0,0.0,0.7998500630976909,0.0,0.0,0.0,0.0
192,8.55,0.0052,1.0,835.12,-122.8,0.0,3.8475000000000006,-0.3554999999999997,-3.110008992355012,0.5385652096149744,-1.4209375927772736,0.020231958171727033,-0.0004042285268956855,0.7998471393577881,0.0,0.0,0.7998471393577881,0.0,0.0,0.0,0.0
193,7.52,0.0052,1.0,719.5,-122.8,0.0,3.384,-0.4635000000000007,-4.1075046197586955,0.6221031234306758,-2.1677815045409368,0.020231958171727033,-0.0010063900559348347,0.7998426789020173,0.0,0.0,0.7998426789020173,0.0,0.0,0.0,0.0
194,6.38,0.0052,1.0,605.88,-49.12,0.0,2.871,-0.5129999999999999,-4.02681674600168,0.6512576739717288,-2.224793894127347,0.020231958171727033,-0.0016243883598590976,0.7998381011368031,0.0,0.0,0.7998381011368031,0.0,0.0,0.0,0.0
195,5.71,0.0052,1.0,554.88,319.28,18.55,2.5695,-0.3014999999999999,-1.5991585675168123,0.4820608593023658,-0.653986018842401,0.020231958171727033,-0.0018060511428708756,0.7998367554865585,0.0,0.0,0.7998367554865585,0.0,0.0,0.0,0.0
196,5.61,0.0052,1.0,885.62,638.56,59.22,2.5245,-0.04499999999999993,0.8254175916156861,0.007529784255649969,0.9729682225681455,0.020502227122440406,-0.0018060511428708756,0.7998347534943311,0.0,0.0,0.7998347534943311,0.0,0.0,0.0,0.0
197,5.32,0.0052,1.0,896.88,392.96,36.91,2.394,-0.13050000000000006,0.02208779604026015,0.18529173411842567,0.026036183226569403,0.0205094593955589,-0.0018060511428708756,0.7998346999219376,0.0,0.0,0.7998346999219376,0.0,0.0,0.0,0.0
198,5.69,0.0052,1.0,916.62,417.52,40.08,2.5605,0.1665000000000001,2.843192734934344,0.0,3.351438362626681,0.021440414496288532,-0.0018060511428708756,0.7998278039582285,0.0,0.0,0.7998278039582285,0.0,0.0,0.0,0.0
199,5.99,0.0052,1.0,971.0,466.64,47.45,2.6955,0.1349999999999998,2.682109372415592,0.0,3.1615599368369103,0.02231862558985434,-0.0018060511428708756,0.7998212986908687,0.0,0.0,0.7998212986908687,0.0,0.0,0.0,0.0
200,6.27,0.0052,1.0,1012.88,442.08,46.89,2.8215,0.1259999999999999,2.7169086364347765,0.0,3.202579874385309,0.023208231110516925,-0.0018060511428708756,0.7998147090203453,0.0,0.0,0.7998147090203453,0.0,0.0,0.0,0.0
201,6.56,0.0052,1.0,1056.0,392.96,43.46,2.952,0.13050000000000006,2.8956311244908353,0.0,3.413250574044717,0.024156356269973794,-0.0018060511428708756,0.799807685871016,0.0,0.0,0.799807685871016,0.0,0.0,0.0,0.0
202,6.8,0.0052,1.0,1068.0,196.48,21.97,3.06,0.1080000000000001,2.750072018582893,0.0,3.2416715018363806,0.025056820576039453,-0.0018060511428708756,0.7998010157650451,0.0,0.0,0.7998010157650451,0.0,0.0,0.0,0.0
203,5.53,0.0052,1.0,832.62,-122.8,0.0,2.4885,-0.5714999999999999,-4.0383804900193105,0.6804833795864135,-2.331308899492108,0.025056820576039453,-0.0024536369482853503,0.7997962188331532,0.0,0.0,0.7997962188331532,0.0,0.0,0.0,0.0
204,4.08,0.0052,1.0,585.25,98.24,6.02,1.836,-0.6525000000000001,-3.539788357518617,0.7137912324257637,-2.1435004047781505,0.025056820576039453,-0.0030490537273903918,0.7997918083384932,0.0,0.0,0.7997918083384932,0.0,0.0,0.0,0.0
205,3.65,0.0052,1.0,578.25,171.92,10.41,1.6425,-0.1935,-0.3774405719293486,0.32079566877916055,-0.10271932144584543,0.025056820576039453,-0.00307758687223646,0.7997915969818646,0.0,0.0,0.7997915969818646,0.0,0.0,0.0,0.0
206,3.62,0.0052,1.0,646.25,294.72,19.95,1.629,-0.013500000000000068,0.7112134082300077,8.367745117393257e-08,0.838349040172108,0.025289695309420594,-0.00307758687223646,0.7997898719838397,0.0,0.0,0.7997898719838397,0.0,0.0,0.0,0.0
207,2.89,0.0052,1.0,743.5,-122.8,0.0,1.3005,-0.3285,-0.9516529794836145,0.5118565818801356,-0.4132396337943462,0.025289695309420594,-0.003192375659401556,0.7997890216965273,0.0,0.0,0.7997890216965273,0.0,0.0,0.0,0.0
208,2.17,0.0052,1.0,602.88,171.92,10.85,0.9765,-0.32399999999999995,-0.6999465803359814,0.5071176020011262,-0.3011262705148151,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,0.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
209,0.0,0.0,1.0,605.88,171.92,10.91,0.0,-0.9765,-0.0,0.798281155143565,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
210,0.0,0.0,1.0,608.5,73.68,4.7,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
211,0.0,0.0,1.0,608.25,73.68,4.69,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
212,0.0,0.0,1.0,600.62,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
213,0.0,0.0,1.0,588.62,122.8,7.57,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
214,0.0,0.0,1.0,601.75,98.24,6.19,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
215,0.0,0.0,1.0,599.25,98.24,6.16,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
216,0.0,0.0,1.0,600.5,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
217,0.0,0.0,1.0,600.88,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
218,0.0,0.0,1.0,600.38,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
219,0.0,0.0,1.0,600.88,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
220,0.0,0.0,1.0,600.88,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
221,0.0,0.0,1.0,600.88,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
222,0.0,0.0,1.0,600.0,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
223,0.0,0.0,1.0,600.25,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
224,0.0,0.0,1.0,600.12,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
225,0.0,0.0,1.0,601.12,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
226,0.0,0.0,1.0,599.88,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
227,0.0,0.0,1.0,601.25,98.24,6.19,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
228,0.0,0.0,1.0,600.88,98.24,6.18,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
229,0.0,0.0,1.0,599.5,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
230,0.0,0.0,1.0,600.12,98.24,6.17,0.0,0.0,0.0,0.0,0.0,0.025289695309420594,-0.0032760218456556714,0.7997884020951477,88.0,0.0,0.7997884020951477,0.0,0.0,0.0,0.0
